index,label,lr_path,hr_path,split
13093,ON,E:\TT_exported\train1\lr\000013093.png,E:\TT_exported\train1\hr\000013093.png,train1
13094,ON,E:\TT_exported\train1\lr\000013094.png,E:\TT_exported\train1\hr\000013094.png,train1
13095,ONLY,E:\TT_exported\train1\lr\000013095.png,E:\TT_exported\train1\hr\000013095.png,train1
13096,ONLY,E:\TT_exported\train1\lr\000013096.png,E:\TT_exported\train1\hr\000013096.png,train1
13097,SURVIVED,E:\TT_exported\train1\lr\000013097.png,E:\TT_exported\train1\hr\000013097.png,train1
13098,SURVIVED,E:\TT_exported\train1\lr\000013098.png,E:\TT_exported\train1\hr\000013098.png,train1
13099,WORKERS,E:\TT_exported\train1\lr\000013099.png,E:\TT_exported\train1\hr\000013099.png,train1
13100,WORKERS,E:\TT_exported\train1\lr\000013100.png,E:\TT_exported\train1\hr\000013100.png,train1
13101,RESTAURANT,E:\TT_exported\train1\lr\000013101.png,E:\TT_exported\train1\hr\000013101.png,train1
13102,RESTAURANT,E:\TT_exported\train1\lr\000013102.png,E:\TT_exported\train1\hr\000013102.png,train1
13103,REMEMBER,E:\TT_exported\train1\lr\000013103.png,E:\TT_exported\train1\hr\000013103.png,train1
13104,WE,E:\TT_exported\train1\lr\000013104.png,E:\TT_exported\train1\hr\000013104.png,train1
13105,RPINT,E:\TT_exported\train1\lr\000013105.png,E:\TT_exported\train1\hr\000013105.png,train1
13106,RPINT,E:\TT_exported\train1\lr\000013106.png,E:\TT_exported\train1\hr\000013106.png,train1
13107,DiXit,E:\TT_exported\train1\lr\000013107.png,E:\TT_exported\train1\hr\000013107.png,train1
13108,Dix,E:\TT_exported\train1\lr\000013108.png,E:\TT_exported\train1\hr\000013108.png,train1
13109,10am-5pm,E:\TT_exported\train1\lr\000013109.png,E:\TT_exported\train1\hr\000013109.png,train1
13110,Friday,E:\TT_exported\train1\lr\000013110.png,E:\TT_exported\train1\hr\000013110.png,train1
13111,8am-5pm,E:\TT_exported\train1\lr\000013111.png,E:\TT_exported\train1\hr\000013111.png,train1
13112,Monday-Thursday,E:\TT_exported\train1\lr\000013112.png,E:\TT_exported\train1\hr\000013112.png,train1
13113,Hours:,E:\TT_exported\train1\lr\000013113.png,E:\TT_exported\train1\hr\000013113.png,train1
13114,best.,E:\TT_exported\train1\lr\000013114.png,E:\TT_exported\train1\hr\000013114.png,train1
13115,best.,E:\TT_exported\train1\lr\000013115.png,E:\TT_exported\train1\hr\000013115.png,train1
13116,empower,E:\TT_exported\train1\lr\000013116.png,E:\TT_exported\train1\hr\000013116.png,train1
13117,empower,E:\TT_exported\train1\lr\000013117.png,E:\TT_exported\train1\hr\000013117.png,train1
13118,ENGINEERING,E:\TT_exported\train1\lr\000013118.png,E:\TT_exported\train1\hr\000013118.png,train1
13119,ESS,E:\TT_exported\train1\lr\000013119.png,E:\TT_exported\train1\hr\000013119.png,train1
13120,SERVICES,E:\TT_exported\train1\lr\000013120.png,E:\TT_exported\train1\hr\000013120.png,train1
13121,STUDENT,E:\TT_exported\train1\lr\000013121.png,E:\TT_exported\train1\hr\000013121.png,train1
13122,SERVICES,E:\TT_exported\train1\lr\000013122.png,E:\TT_exported\train1\hr\000013122.png,train1
13123,STUDENT,E:\TT_exported\train1\lr\000013123.png,E:\TT_exported\train1\hr\000013123.png,train1
13124,ENGINEERING,E:\TT_exported\train1\lr\000013124.png,E:\TT_exported\train1\hr\000013124.png,train1
13125,to,E:\TT_exported\train1\lr\000013125.png,E:\TT_exported\train1\hr\000013125.png,train1
13126,to,E:\TT_exported\train1\lr\000013126.png,E:\TT_exported\train1\hr\000013126.png,train1
13127,programs,E:\TT_exported\train1\lr\000013127.png,E:\TT_exported\train1\hr\000013127.png,train1
13128,and,E:\TT_exported\train1\lr\000013128.png,E:\TT_exported\train1\hr\000013128.png,train1
13129,and,E:\TT_exported\train1\lr\000013129.png,E:\TT_exported\train1\hr\000013129.png,train1
13130,services,E:\TT_exported\train1\lr\000013130.png,E:\TT_exported\train1\hr\000013130.png,train1
13131,services,E:\TT_exported\train1\lr\000013131.png,E:\TT_exported\train1\hr\000013131.png,train1
13132,quality,E:\TT_exported\train1\lr\000013132.png,E:\TT_exported\train1\hr\000013132.png,train1
13133,quality,E:\TT_exported\train1\lr\000013133.png,E:\TT_exported\train1\hr\000013133.png,train1
13134,highest,E:\TT_exported\train1\lr\000013134.png,E:\TT_exported\train1\hr\000013134.png,train1
13135,highest,E:\TT_exported\train1\lr\000013135.png,E:\TT_exported\train1\hr\000013135.png,train1
13136,the,E:\TT_exported\train1\lr\000013136.png,E:\TT_exported\train1\hr\000013136.png,train1
13137,Providing,E:\TT_exported\train1\lr\000013137.png,E:\TT_exported\train1\hr\000013137.png,train1
13138,Providing,E:\TT_exported\train1\lr\000013138.png,E:\TT_exported\train1\hr\000013138.png,train1
13139,their,E:\TT_exported\train1\lr\000013139.png,E:\TT_exported\train1\hr\000013139.png,train1
13140,their,E:\TT_exported\train1\lr\000013140.png,E:\TT_exported\train1\hr\000013140.png,train1
13141,be,E:\TT_exported\train1\lr\000013141.png,E:\TT_exported\train1\hr\000013141.png,train1
13142,be,E:\TT_exported\train1\lr\000013142.png,E:\TT_exported\train1\hr\000013142.png,train1
13143,to,E:\TT_exported\train1\lr\000013143.png,E:\TT_exported\train1\hr\000013143.png,train1
13144,to,E:\TT_exported\train1\lr\000013144.png,E:\TT_exported\train1\hr\000013144.png,train1
13145,students,E:\TT_exported\train1\lr\000013145.png,E:\TT_exported\train1\hr\000013145.png,train1
13146,engineering,E:\TT_exported\train1\lr\000013146.png,E:\TT_exported\train1\hr\000013146.png,train1
13147,engineering,E:\TT_exported\train1\lr\000013147.png,E:\TT_exported\train1\hr\000013147.png,train1
13148,Office,E:\TT_exported\train1\lr\000013148.png,E:\TT_exported\train1\hr\000013148.png,train1
13149,TC2O,E:\TT_exported\train1\lr\000013149.png,E:\TT_exported\train1\hr\000013149.png,train1
13150,TC2O,E:\TT_exported\train1\lr\000013150.png,E:\TT_exported\train1\hr\000013150.png,train1
13151,CORSA,E:\TT_exported\train1\lr\000013151.png,E:\TT_exported\train1\hr\000013151.png,train1
13152,KRYPTONITE,E:\TT_exported\train1\lr\000013152.png,E:\TT_exported\train1\hr\000013152.png,train1
13153,KRYPTONITE,E:\TT_exported\train1\lr\000013153.png,E:\TT_exported\train1\hr\000013153.png,train1
13154,X,E:\TT_exported\train1\lr\000013154.png,E:\TT_exported\train1\hr\000013154.png,train1
13155,STOW,E:\TT_exported\train1\lr\000013155.png,E:\TT_exported\train1\hr\000013155.png,train1
13156,STOW,E:\TT_exported\train1\lr\000013156.png,E:\TT_exported\train1\hr\000013156.png,train1
13157,NEXT,E:\TT_exported\train1\lr\000013157.png,E:\TT_exported\train1\hr\000013157.png,train1
13158,T,E:\TT_exported\train1\lr\000013158.png,E:\TT_exported\train1\hr\000013158.png,train1
13159,T,E:\TT_exported\train1\lr\000013159.png,E:\TT_exported\train1\hr\000013159.png,train1
13160,S,E:\TT_exported\train1\lr\000013160.png,E:\TT_exported\train1\hr\000013160.png,train1
13161,S,E:\TT_exported\train1\lr\000013161.png,E:\TT_exported\train1\hr\000013161.png,train1
13162,T,E:\TT_exported\train1\lr\000013162.png,E:\TT_exported\train1\hr\000013162.png,train1
13163,T,E:\TT_exported\train1\lr\000013163.png,E:\TT_exported\train1\hr\000013163.png,train1
13164,HALL,E:\TT_exported\train1\lr\000013164.png,E:\TT_exported\train1\hr\000013164.png,train1
13165,KEE,E:\TT_exported\train1\lr\000013165.png,E:\TT_exported\train1\hr\000013165.png,train1
13166,KAH,E:\TT_exported\train1\lr\000013166.png,E:\TT_exported\train1\hr\000013166.png,train1
13167,TAN,E:\TT_exported\train1\lr\000013167.png,E:\TT_exported\train1\hr\000013167.png,train1
13168,California,E:\TT_exported\train1\lr\000013168.png,E:\TT_exported\train1\hr\000013168.png,train1
13169,SIGGRAPH2016,E:\TT_exported\train1\lr\000013169.png,E:\TT_exported\train1\hr\000013169.png,train1
13170,SIGGRAPH2016,E:\TT_exported\train1\lr\000013170.png,E:\TT_exported\train1\hr\000013170.png,train1
13171,Possibilities,E:\TT_exported\train1\lr\000013171.png,E:\TT_exported\train1\hr\000013171.png,train1
13172,the,E:\TT_exported\train1\lr\000013172.png,E:\TT_exported\train1\hr\000013172.png,train1
13173,Render,E:\TT_exported\train1\lr\000013173.png,E:\TT_exported\train1\hr\000013173.png,train1
13174,80SE,E:\TT_exported\train1\lr\000013174.png,E:\TT_exported\train1\hr\000013174.png,train1
13175,XII,E:\TT_exported\train1\lr\000013175.png,E:\TT_exported\train1\hr\000013175.png,train1
13176,I,E:\TT_exported\train1\lr\000013176.png,E:\TT_exported\train1\hr\000013176.png,train1
13177,I,E:\TT_exported\train1\lr\000013177.png,E:\TT_exported\train1\hr\000013177.png,train1
13178,II,E:\TT_exported\train1\lr\000013178.png,E:\TT_exported\train1\hr\000013178.png,train1
13179,II,E:\TT_exported\train1\lr\000013179.png,E:\TT_exported\train1\hr\000013179.png,train1
13180,III,E:\TT_exported\train1\lr\000013180.png,E:\TT_exported\train1\hr\000013180.png,train1
13181,III,E:\TT_exported\train1\lr\000013181.png,E:\TT_exported\train1\hr\000013181.png,train1
13182,IV,E:\TT_exported\train1\lr\000013182.png,E:\TT_exported\train1\hr\000013182.png,train1
13183,IV,E:\TT_exported\train1\lr\000013183.png,E:\TT_exported\train1\hr\000013183.png,train1
13184,V,E:\TT_exported\train1\lr\000013184.png,E:\TT_exported\train1\hr\000013184.png,train1
13185,V,E:\TT_exported\train1\lr\000013185.png,E:\TT_exported\train1\hr\000013185.png,train1
13186,VI,E:\TT_exported\train1\lr\000013186.png,E:\TT_exported\train1\hr\000013186.png,train1
13187,VI,E:\TT_exported\train1\lr\000013187.png,E:\TT_exported\train1\hr\000013187.png,train1
13188,VII,E:\TT_exported\train1\lr\000013188.png,E:\TT_exported\train1\hr\000013188.png,train1
13189,VIII,E:\TT_exported\train1\lr\000013189.png,E:\TT_exported\train1\hr\000013189.png,train1
13190,VIII,E:\TT_exported\train1\lr\000013190.png,E:\TT_exported\train1\hr\000013190.png,train1
13191,IX,E:\TT_exported\train1\lr\000013191.png,E:\TT_exported\train1\hr\000013191.png,train1
13192,IX,E:\TT_exported\train1\lr\000013192.png,E:\TT_exported\train1\hr\000013192.png,train1
13193,X,E:\TT_exported\train1\lr\000013193.png,E:\TT_exported\train1\hr\000013193.png,train1
13194,X,E:\TT_exported\train1\lr\000013194.png,E:\TT_exported\train1\hr\000013194.png,train1
13195,I,E:\TT_exported\train1\lr\000013195.png,E:\TT_exported\train1\hr\000013195.png,train1
13196,I,E:\TT_exported\train1\lr\000013196.png,E:\TT_exported\train1\hr\000013196.png,train1
13197,XII,E:\TT_exported\train1\lr\000013197.png,E:\TT_exported\train1\hr\000013197.png,train1
13198,XII,E:\TT_exported\train1\lr\000013198.png,E:\TT_exported\train1\hr\000013198.png,train1
13199,I,E:\TT_exported\train1\lr\000013199.png,E:\TT_exported\train1\hr\000013199.png,train1
13200,I,E:\TT_exported\train1\lr\000013200.png,E:\TT_exported\train1\hr\000013200.png,train1
13201,II,E:\TT_exported\train1\lr\000013201.png,E:\TT_exported\train1\hr\000013201.png,train1
13202,II,E:\TT_exported\train1\lr\000013202.png,E:\TT_exported\train1\hr\000013202.png,train1
13203,III,E:\TT_exported\train1\lr\000013203.png,E:\TT_exported\train1\hr\000013203.png,train1
13204,IV,E:\TT_exported\train1\lr\000013204.png,E:\TT_exported\train1\hr\000013204.png,train1
13205,IV,E:\TT_exported\train1\lr\000013205.png,E:\TT_exported\train1\hr\000013205.png,train1
13206,V,E:\TT_exported\train1\lr\000013206.png,E:\TT_exported\train1\hr\000013206.png,train1
13207,V,E:\TT_exported\train1\lr\000013207.png,E:\TT_exported\train1\hr\000013207.png,train1
13208,VI,E:\TT_exported\train1\lr\000013208.png,E:\TT_exported\train1\hr\000013208.png,train1
13209,VI,E:\TT_exported\train1\lr\000013209.png,E:\TT_exported\train1\hr\000013209.png,train1
13210,VII,E:\TT_exported\train1\lr\000013210.png,E:\TT_exported\train1\hr\000013210.png,train1
13211,VIII,E:\TT_exported\train1\lr\000013211.png,E:\TT_exported\train1\hr\000013211.png,train1
13212,IX,E:\TT_exported\train1\lr\000013212.png,E:\TT_exported\train1\hr\000013212.png,train1
13213,IX,E:\TT_exported\train1\lr\000013213.png,E:\TT_exported\train1\hr\000013213.png,train1
13214,X,E:\TT_exported\train1\lr\000013214.png,E:\TT_exported\train1\hr\000013214.png,train1
13215,X,E:\TT_exported\train1\lr\000013215.png,E:\TT_exported\train1\hr\000013215.png,train1
13216,XI,E:\TT_exported\train1\lr\000013216.png,E:\TT_exported\train1\hr\000013216.png,train1
13217,PRIVATE,E:\TT_exported\train1\lr\000013217.png,E:\TT_exported\train1\hr\000013217.png,train1
13218,PRIVATE,E:\TT_exported\train1\lr\000013218.png,E:\TT_exported\train1\hr\000013218.png,train1
13219,PESIDENCE,E:\TT_exported\train1\lr\000013219.png,E:\TT_exported\train1\hr\000013219.png,train1
13220,PESIDENCE,E:\TT_exported\train1\lr\000013220.png,E:\TT_exported\train1\hr\000013220.png,train1
13221,NO,E:\TT_exported\train1\lr\000013221.png,E:\TT_exported\train1\hr\000013221.png,train1
13222,NO,E:\TT_exported\train1\lr\000013222.png,E:\TT_exported\train1\hr\000013222.png,train1
13223,TRESPASSING,E:\TT_exported\train1\lr\000013223.png,E:\TT_exported\train1\hr\000013223.png,train1
13224,TRESPASSING,E:\TT_exported\train1\lr\000013224.png,E:\TT_exported\train1\hr\000013224.png,train1
13225,OPERTION,E:\TT_exported\train1\lr\000013225.png,E:\TT_exported\train1\hr\000013225.png,train1
13226,SURVEILLANCE,E:\TT_exported\train1\lr\000013226.png,E:\TT_exported\train1\hr\000013226.png,train1
13227,VIDEO,E:\TT_exported\train1\lr\000013227.png,E:\TT_exported\train1\hr\000013227.png,train1
13228,UNIVERSITY,E:\TT_exported\train1\lr\000013228.png,E:\TT_exported\train1\hr\000013228.png,train1
13229,CALIFORNIA,E:\TT_exported\train1\lr\000013229.png,E:\TT_exported\train1\hr\000013229.png,train1
13230,VEHICLES,E:\TT_exported\train1\lr\000013230.png,E:\TT_exported\train1\hr\000013230.png,train1
13231,VEHICLES,E:\TT_exported\train1\lr\000013231.png,E:\TT_exported\train1\hr\000013231.png,train1
13232,SERVICE,E:\TT_exported\train1\lr\000013232.png,E:\TT_exported\train1\hr\000013232.png,train1
13233,SERVICE,E:\TT_exported\train1\lr\000013233.png,E:\TT_exported\train1\hr\000013233.png,train1
13234,AUTHORIZED,E:\TT_exported\train1\lr\000013234.png,E:\TT_exported\train1\hr\000013234.png,train1
13235,AUTHORIZED,E:\TT_exported\train1\lr\000013235.png,E:\TT_exported\train1\hr\000013235.png,train1
13236,FDC,E:\TT_exported\train1\lr\000013236.png,E:\TT_exported\train1\hr\000013236.png,train1
13237,FDC,E:\TT_exported\train1\lr\000013237.png,E:\TT_exported\train1\hr\000013237.png,train1
13238,FOR,E:\TT_exported\train1\lr\000013238.png,E:\TT_exported\train1\hr\000013238.png,train1
13239,FOR,E:\TT_exported\train1\lr\000013239.png,E:\TT_exported\train1\hr\000013239.png,train1
13240,JACOBSHALL,E:\TT_exported\train1\lr\000013240.png,E:\TT_exported\train1\hr\000013240.png,train1
13241,california,E:\TT_exported\train1\lr\000013241.png,E:\TT_exported\train1\hr\000013241.png,train1
13242,METALLURGY,E:\TT_exported\train1\lr\000013242.png,E:\TT_exported\train1\hr\000013242.png,train1
13243,AND,E:\TT_exported\train1\lr\000013243.png,E:\TT_exported\train1\hr\000013243.png,train1
13244,MINING,E:\TT_exported\train1\lr\000013244.png,E:\TT_exported\train1\hr\000013244.png,train1
13245,the,E:\TT_exported\train1\lr\000013245.png,E:\TT_exported\train1\hr\000013245.png,train1
13246,Office,E:\TT_exported\train1\lr\000013246.png,E:\TT_exported\train1\hr\000013246.png,train1
13247,the,E:\TT_exported\train1\lr\000013247.png,E:\TT_exported\train1\hr\000013247.png,train1
13248,under,E:\TT_exported\train1\lr\000013248.png,E:\TT_exported\train1\hr\000013248.png,train1
13249,nit,E:\TT_exported\train1\lr\000013249.png,E:\TT_exported\train1\hr\000013249.png,train1
13250,Indu.,E:\TT_exported\train1\lr\000013250.png,E:\TT_exported\train1\hr\000013250.png,train1
13251,the,E:\TT_exported\train1\lr\000013251.png,E:\TT_exported\train1\hr\000013251.png,train1
13252,Licensing,E:\TT_exported\train1\lr\000013252.png,E:\TT_exported\train1\hr\000013252.png,train1
13253,toge,E:\TT_exported\train1\lr\000013253.png,E:\TT_exported\train1\hr\000013253.png,train1
13254,brings,E:\TT_exported\train1\lr\000013254.png,E:\TT_exported\train1\hr\000013254.png,train1
13255,(IPIRA),E:\TT_exported\train1\lr\000013255.png,E:\TT_exported\train1\hr\000013255.png,train1
13256,Property,E:\TT_exported\train1\lr\000013256.png,E:\TT_exported\train1\hr\000013256.png,train1
13257,Intellectual,E:\TT_exported\train1\lr\000013257.png,E:\TT_exported\train1\hr\000013257.png,train1
13258,kel,E:\TT_exported\train1\lr\000013258.png,E:\TT_exported\train1\hr\000013258.png,train1
13259,Be,E:\TT_exported\train1\lr\000013259.png,E:\TT_exported\train1\hr\000013259.png,train1
13260,IPIRA.BERKE,E:\TT_exported\train1\lr\000013260.png,E:\TT_exported\train1\hr\000013260.png,train1
13261,MORE:,E:\TT_exported\train1\lr\000013261.png,E:\TT_exported\train1\hr\000013261.png,train1
13262,MORE:,E:\TT_exported\train1\lr\000013262.png,E:\TT_exported\train1\hr\000013262.png,train1
13263,OU'T,E:\TT_exported\train1\lr\000013263.png,E:\TT_exported\train1\hr\000013263.png,train1
13264,FIND,E:\TT_exported\train1\lr\000013264.png,E:\TT_exported\train1\hr\000013264.png,train1
13265,DC,E:\TT_exported\train1\lr\000013265.png,E:\TT_exported\train1\hr\000013265.png,train1
13266,CALIFORNIAN,E:\TT_exported\train1\lr\000013266.png,E:\TT_exported\train1\hr\000013266.png,train1
13267,CALIFORNIAN,E:\TT_exported\train1\lr\000013267.png,E:\TT_exported\train1\hr\000013267.png,train1
13268,DAILY,E:\TT_exported\train1\lr\000013268.png,E:\TT_exported\train1\hr\000013268.png,train1
13269,DAILY,E:\TT_exported\train1\lr\000013269.png,E:\TT_exported\train1\hr\000013269.png,train1
13270,THE,E:\TT_exported\train1\lr\000013270.png,E:\TT_exported\train1\hr\000013270.png,train1
13271,Licensing,E:\TT_exported\train1\lr\000013271.png,E:\TT_exported\train1\hr\000013271.png,train1
13272,Licensing,E:\TT_exported\train1\lr\000013272.png,E:\TT_exported\train1\hr\000013272.png,train1
13273,and,E:\TT_exported\train1\lr\000013273.png,E:\TT_exported\train1\hr\000013273.png,train1
13274,and,E:\TT_exported\train1\lr\000013274.png,E:\TT_exported\train1\hr\000013274.png,train1
13275,Protectio,E:\TT_exported\train1\lr\000013275.png,E:\TT_exported\train1\hr\000013275.png,train1
13276,Protectio,E:\TT_exported\train1\lr\000013276.png,E:\TT_exported\train1\hr\000013276.png,train1
13277,IP,E:\TT_exported\train1\lr\000013277.png,E:\TT_exported\train1\hr\000013277.png,train1
13278,IP,E:\TT_exported\train1\lr\000013278.png,E:\TT_exported\train1\hr\000013278.png,train1
13279,"Research,",E:\TT_exported\train1\lr\000013279.png,E:\TT_exported\train1\hr\000013279.png,train1
13280,"Research,",E:\TT_exported\train1\lr\000013280.png,E:\TT_exported\train1\hr\000013280.png,train1
13281,Sponsored,E:\TT_exported\train1\lr\000013281.png,E:\TT_exported\train1\hr\000013281.png,train1
13282,Sponsored,E:\TT_exported\train1\lr\000013282.png,E:\TT_exported\train1\hr\000013282.png,train1
13283,Industry,E:\TT_exported\train1\lr\000013283.png,E:\TT_exported\train1\hr\000013283.png,train1
13284,"Entrepreneurship,",E:\TT_exported\train1\lr\000013284.png,E:\TT_exported\train1\hr\000013284.png,train1
13285,"Entrepreneurship,",E:\TT_exported\train1\lr\000013285.png,E:\TT_exported\train1\hr\000013285.png,train1
13286,Indu,E:\TT_exported\train1\lr\000013286.png,E:\TT_exported\train1\hr\000013286.png,train1
13287,of,E:\TT_exported\train1\lr\000013287.png,E:\TT_exported\train1\hr\000013287.png,train1
13288,of,E:\TT_exported\train1\lr\000013288.png,E:\TT_exported\train1\hr\000013288.png,train1
13289,Office,E:\TT_exported\train1\lr\000013289.png,E:\TT_exported\train1\hr\000013289.png,train1
13290,IPI,E:\TT_exported\train1\lr\000013290.png,E:\TT_exported\train1\hr\000013290.png,train1
13291,CALIFORNIAN,E:\TT_exported\train1\lr\000013291.png,E:\TT_exported\train1\hr\000013291.png,train1
13292,CALIFORNIAN,E:\TT_exported\train1\lr\000013292.png,E:\TT_exported\train1\hr\000013292.png,train1
13293,DALLY,E:\TT_exported\train1\lr\000013293.png,E:\TT_exported\train1\hr\000013293.png,train1
13294,DALLY,E:\TT_exported\train1\lr\000013294.png,E:\TT_exported\train1\hr\000013294.png,train1
13295,THE,E:\TT_exported\train1\lr\000013295.png,E:\TT_exported\train1\hr\000013295.png,train1
13296,COJIT,E:\TT_exported\train1\lr\000013296.png,E:\TT_exported\train1\hr\000013296.png,train1
13297,COJIT,E:\TT_exported\train1\lr\000013297.png,E:\TT_exported\train1\hr\000013297.png,train1
13298,ARBOR,E:\TT_exported\train1\lr\000013298.png,E:\TT_exported\train1\hr\000013298.png,train1
13299,THE,E:\TT_exported\train1\lr\000013299.png,E:\TT_exported\train1\hr\000013299.png,train1
13300,THE,E:\TT_exported\train1\lr\000013300.png,E:\TT_exported\train1\hr\000013300.png,train1
13301,SANTA,E:\TT_exported\train1\lr\000013301.png,E:\TT_exported\train1\hr\000013301.png,train1
13302,SANTA,E:\TT_exported\train1\lr\000013302.png,E:\TT_exported\train1\hr\000013302.png,train1
13303,CLARA,E:\TT_exported\train1\lr\000013303.png,E:\TT_exported\train1\hr\000013303.png,train1
13304,CLARA,E:\TT_exported\train1\lr\000013304.png,E:\TT_exported\train1\hr\000013304.png,train1
13305,COUNTY,E:\TT_exported\train1\lr\000013305.png,E:\TT_exported\train1\hr\000013305.png,train1
13306,COUNTY,E:\TT_exported\train1\lr\000013306.png,E:\TT_exported\train1\hr\000013306.png,train1
13307,ROSE,E:\TT_exported\train1\lr\000013307.png,E:\TT_exported\train1\hr\000013307.png,train1
13308,SOCIETY,E:\TT_exported\train1\lr\000013308.png,E:\TT_exported\train1\hr\000013308.png,train1
13309,SOCIETY,E:\TT_exported\train1\lr\000013309.png,E:\TT_exported\train1\hr\000013309.png,train1
13310,CONSTRUCTED,E:\TT_exported\train1\lr\000013310.png,E:\TT_exported\train1\hr\000013310.png,train1
13311,THIS,E:\TT_exported\train1\lr\000013311.png,E:\TT_exported\train1\hr\000013311.png,train1
13312,THIS,E:\TT_exported\train1\lr\000013312.png,E:\TT_exported\train1\hr\000013312.png,train1
13313,63',E:\TT_exported\train1\lr\000013313.png,E:\TT_exported\train1\hr\000013313.png,train1
13314,ARBOR,E:\TT_exported\train1\lr\000013314.png,E:\TT_exported\train1\hr\000013314.png,train1
13315,ARBOR,E:\TT_exported\train1\lr\000013315.png,E:\TT_exported\train1\hr\000013315.png,train1
13316,IN,E:\TT_exported\train1\lr\000013316.png,E:\TT_exported\train1\hr\000013316.png,train1
13317,1988,E:\TT_exported\train1\lr\000013317.png,E:\TT_exported\train1\hr\000013317.png,train1
13318,1988,E:\TT_exported\train1\lr\000013318.png,E:\TT_exported\train1\hr\000013318.png,train1
13319,THANKS,E:\TT_exported\train1\lr\000013319.png,E:\TT_exported\train1\hr\000013319.png,train1
13320,THANKS,E:\TT_exported\train1\lr\000013320.png,E:\TT_exported\train1\hr\000013320.png,train1
13321,TO,E:\TT_exported\train1\lr\000013321.png,E:\TT_exported\train1\hr\000013321.png,train1
13322,TO,E:\TT_exported\train1\lr\000013322.png,E:\TT_exported\train1\hr\000013322.png,train1
13323,FUNDING,E:\TT_exported\train1\lr\000013323.png,E:\TT_exported\train1\hr\000013323.png,train1
13324,FUNDING,E:\TT_exported\train1\lr\000013324.png,E:\TT_exported\train1\hr\000013324.png,train1
13325,BY,E:\TT_exported\train1\lr\000013325.png,E:\TT_exported\train1\hr\000013325.png,train1
13326,BY,E:\TT_exported\train1\lr\000013326.png,E:\TT_exported\train1\hr\000013326.png,train1
13327,SAN,E:\TT_exported\train1\lr\000013327.png,E:\TT_exported\train1\hr\000013327.png,train1
13328,BEAUTIFUL,E:\TT_exported\train1\lr\000013328.png,E:\TT_exported\train1\hr\000013328.png,train1
13329,BEAUTIFUL,E:\TT_exported\train1\lr\000013329.png,E:\TT_exported\train1\hr\000013329.png,train1
13330,AND,E:\TT_exported\train1\lr\000013330.png,E:\TT_exported\train1\hr\000013330.png,train1
13331,AND,E:\TT_exported\train1\lr\000013331.png,E:\TT_exported\train1\hr\000013331.png,train1
13332,OUTSTANDING,E:\TT_exported\train1\lr\000013332.png,E:\TT_exported\train1\hr\000013332.png,train1
13333,OUTSTANDING,E:\TT_exported\train1\lr\000013333.png,E:\TT_exported\train1\hr\000013333.png,train1
13334,CIVIC,E:\TT_exported\train1\lr\000013334.png,E:\TT_exported\train1\hr\000013334.png,train1
13335,CIVIC,E:\TT_exported\train1\lr\000013335.png,E:\TT_exported\train1\hr\000013335.png,train1
13336,VOLUNTEERS.,E:\TT_exported\train1\lr\000013336.png,E:\TT_exported\train1\hr\000013336.png,train1
13337,VOLUNTEERS.,E:\TT_exported\train1\lr\000013337.png,E:\TT_exported\train1\hr\000013337.png,train1
13338,PETS,E:\TT_exported\train1\lr\000013338.png,E:\TT_exported\train1\hr\000013338.png,train1
13339,ALLOWED,E:\TT_exported\train1\lr\000013339.png,E:\TT_exported\train1\hr\000013339.png,train1
13340,MEN,E:\TT_exported\train1\lr\000013340.png,E:\TT_exported\train1\hr\000013340.png,train1
13341,MEN,E:\TT_exported\train1\lr\000013341.png,E:\TT_exported\train1\hr\000013341.png,train1
13342,W,E:\TT_exported\train1\lr\000013342.png,E:\TT_exported\train1\hr\000013342.png,train1
13343,Herc,E:\TT_exported\train1\lr\000013343.png,E:\TT_exported\train1\hr\000013343.png,train1
13344,Herc,E:\TT_exported\train1\lr\000013344.png,E:\TT_exported\train1\hr\000013344.png,train1
13345,Rentals,E:\TT_exported\train1\lr\000013345.png,E:\TT_exported\train1\hr\000013345.png,train1
13346,W,E:\TT_exported\train1\lr\000013346.png,E:\TT_exported\train1\hr\000013346.png,train1
13347,HC,E:\TT_exported\train1\lr\000013347.png,E:\TT_exported\train1\hr\000013347.png,train1
13348,HC,E:\TT_exported\train1\lr\000013348.png,E:\TT_exported\train1\hr\000013348.png,train1
13349,800-,E:\TT_exported\train1\lr\000013349.png,E:\TT_exported\train1\hr\000013349.png,train1
13350,303-427-5700,E:\TT_exported\train1\lr\000013350.png,E:\TT_exported\train1\hr\000013350.png,train1
13351,7-0003,E:\TT_exported\train1\lr\000013351.png,E:\TT_exported\train1\hr\000013351.png,train1
13352,7-0003,E:\TT_exported\train1\lr\000013352.png,E:\TT_exported\train1\hr\000013352.png,train1
13353,637,E:\TT_exported\train1\lr\000013353.png,E:\TT_exported\train1\hr\000013353.png,train1
13354,637,E:\TT_exported\train1\lr\000013354.png,E:\TT_exported\train1\hr\000013354.png,train1
13355,JOHN,E:\TT_exported\train1\lr\000013355.png,E:\TT_exported\train1\hr\000013355.png,train1
13356,F.,E:\TT_exported\train1\lr\000013356.png,E:\TT_exported\train1\hr\000013356.png,train1
13357,SHEEDY,E:\TT_exported\train1\lr\000013357.png,E:\TT_exported\train1\hr\000013357.png,train1
13358,SHEEDY,E:\TT_exported\train1\lr\000013358.png,E:\TT_exported\train1\hr\000013358.png,train1
